text,id,pubdate
@MalachyOdo1: Asked my friend whos a DSS official in Enugu why theyve never clashed with Fulani herdsmen Moonshine Bandits, 1298589775046352902,
@Xetame: #IPOB volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday, 1298589795489402880, 
@uche_ezeonye: EnuguMassacre: Unarmed IPOB members are being slaughtered while Boko Haram terrorists are rehabilitated, 1298589837411352583, 
@ATasteOfAfrica7: Nigerian Federal government will have to come now and kill us all while the world watches Support BiafraExit thats the only solution to end Fulani, 1298589901076733952, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298589909054377985, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism, 1298589917673672710, 
@BanjoHfuhruhur: @JohnCleese Katherine Helmond and Peter Vaughan inspect the days catch in a scene from the film Time Bandits, 1298589926003544064, 
@UmuodeZone: volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday, 1298589926154547201, 
@MarkOnyewuenyi: Bunch of Fulani slaves, 1298589931854606336, 
@JohnCleese: Happy 90th birthday to my Time Bandits co-star Sir Sean Connery! Heres to many more young man, 1298589935507775495, 
@ifeomaStellaAd1: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298589935830794241, 
@BanjoHfuhruhur: Michael and Shelley Duvall look to their right in a scene from the film Time Bandits As fulani government in nigga area sponsor terror as instrument of state power Supported by British government, 1298589948094947329, 
@ADB_Gombe: @vanguardngrnews See Fulani calling Igbo primitive, 1298589952016515079, 
@dadimonso1: All u ppl still clamoring 4 one Nigeria are just feckless morons Do u ever ask urselves when d Army Police DSS This young man was killed in his farmland in Nimbo Enugu State Biafra The world is mute, 1298589965098639361, 
@NormanBrennan: BREAKING NEWS Today Police Used Vehicle Tactical Contact to arrest Four men on suspicion of Firearms offence, 1298590004176986112, 
@TOCHUKWUNWABIA1: Nigeria government boko Haram and Fulani terrorism Terrorism boys, 1298590005200334848, 
@henryshield: Negotiate and dine with armed bandits in the North Shoot South East youths for having a peaceful meeting, 1298590010074181633, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani terrorism is terrorism, 1298590057562083328,  
@VoiceOfAFO: Boko Haram and Bandits have been Killing innocent Citizens World Leaders In Nigeria when you hear Nigeria forces has arrested 155 or have captured 320 Boko Haram fulani herdsmen bandits, 1298590088830554113, 
@OkeZion1: Dear president Nana kufo of Ghana the man in this picture is jihadist Ahmed Nasir el rufai he is the czar of d jihadist fulan…, 1298590099408650245, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism, 1298590104324317185, 
@SpaceShip_Cadet: An san yaren hausa a qasashe kamar Arewacin Ghana da kuma Chadi Kamaru hausawan chadi da suka hada da Fulani Tuareg, 1298590106819977218, 
@davidkingtheo: This young man was killed in his farmland in Nimbo Enugu State Biafra The world is mute to the Nig…, 1298590108795441152, 
@MarkOnyewuenyi They are fulani slaves governors, 1298590112427712515, 
@obike_kenneth: Why did anybody think that late Buhari opened Nigerias borders for fulanis all over Africa to move into Nigeria, 1298590114273165313, 
@DrPopCultureBG: The Untouchables Time Bandits Highlander stand out in my mind Zardoz stands out but mostly, 1298590123316191233, 
@obike_kenneth: The attack against IPOB by the Fulani regime is a deliberate ploy to distabilize the whole of Southern Nigeria for mili…, 1298590125916655617, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298590139925626881, 
@EmekaNw71110140: In Nigeria when you hear Nigeria forces has arrested 155 or have captured 320 Boko Haram fulani herdsmen bandits or…, 1298590150872772610, 
@pointofdespair: Some of of coworkers even joined in on the gang bang in secret making sure none of the people, 1298590154861445122, 
@daily_trust: Troops raid Zamfara goldmine arrest 150 suspected bandits, 1298590167587008513,
@ElochukwuOhagi: Take on those calling themselves your leaders They are your number 1 enemy. They have occupied space in eternal service We are just asking Kaduna por militan… She looking so fine I might kidnap her for ransom, 1298590206698893312, 
@ElochukwuOhagi: We are talking about the massacre of 21 Igbo youtns and Enugu CP who is also a Fulani Muslim is talking about the deat…, 1298590216756826114, 
@Victor35517418: This is a man the fulani cabals are using to conquer states listen to him very carefully and you will understand  this…, 1298590225363542017, 
@Xetame: #IPOB volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday, 1298590228115075072, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298590229641732102, 
@StateDept: @UN @hrw @UNHumanRights @SecPompeo Time to disintegrate Nigeria to save lives of…, 1298590263628181504, 
@ChinasaNworu: The killing of Christians in Nigeria and Biafra by Fulani janjawed is becoming unbearable @StateDept @PaulKagame @MaziNna…, 1298590263804334086, 
@AdfUkchapter: ADF-UK had a very interesting mtg with the Igbo-UK Cllrs  Igbo CMTY groups leaders a mber of the UK House of Lords  o…, 1298590273266765825, 
@uba_dike: IMO behold your Governor Bowing down to Fulani Herdsmen You get the point now, 1298590273929453568, 
@amurray961: @Caelliox1 @Comrade_roash @YEASTY_COMMIE I’ll kill@them to with my band of bandits, 1298590278379593728, 
@Xetame: The picture is the face of police public relation officer in Enugu in His twitter handled @ASPDanielNdukwe an Igbo man lying…, 1298590278891311107, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom, 1298590296725491717, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298590297350381568, 
@Omambala_Chuks: You normalize state murders when you claim that the ambush of unarmed citizens agita…, 1298590299787333633, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism, 1298590305952858113, 
@JohnRMoffitt: Pompeo was in that secret meeting with Trump when an overwhelming number of hands went up and the decision was made to ki…, 1298590336239964160, 
@RaceEastern: What Biafrans needs now is to undermine all their Fulani propped up socio-cultural groups like Ohanaeze led, 1298590382721314817, 
@GabrielChukwue6: The Nigerian Fulani government keep killing IPOB for carrying flag The time #IPOB  carry arms the killing will, 1298590398454157312, 
@oluchristty: End Nigeria Now And End Terrorism In Africa, 1298590399632728065,
@SecretsBedard: @RichardGrenell RT Nigeria fulani muslim controlled structures enable pays terrorism.sharing informa, 1298590401025019909, 
@JohnCleese: Happy 90th birthday to my Time Bandits co-star Sir Sean Connery! Here's to many more young man, 1298590413281005568, 
@JohnCleese: Happy 90th birthday to my Time Bandits co-star Sir Sean Connery! Here's to many more young man, 1298590428833427457, 
@MalachyOdo1: Asked my friend who's a DSS official in Enugu why they've never clashed with Fulani herdsmen, 1298590436488032256, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom, 1298590459795664896, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism Fulani, 1298590475767685121, 
@ElochukwuOhagi: Take on those calling themselves your leaders They are your number 1 enemy They have occupied space in eternal servic…, 1298590480691798018, 
@Xetame: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits, 1298590515638816769, 
@EdehAlexi: Thousands of #IPOB members in aba abia state under the command of mazi nnamdi kanu holds a peaceful protest in solidarity wi…, 1298590517194829824, 
@mutludc: Turkish-Backed Islamists Reportedly Kidnap 14 Christians in Syria Afrin, 1298590519233253376, 
@oluchristty: How can we be one country with different judicial systems Support BiafraExit thats the only solution to end Fulani te…, 1298590535167483904, 
@chimbiko_jerome: Thousands of IPOB members in aba abia state under the command of mazi nnamdi kanu holds a peaceful protest in solidar…, 1298590541286903808, 
@ElvisChinedu12: BREAKING NEWS The picture is the face of police public relation officer in Enugu, 1298590560685633537, 
@DejiAdesogan: BREAKING: The Nigerian Army has finally captured the dreaded Ottu forest bandits hideouts along Abuja Lokoja expressway, 1298590563290296321, 
@C_L_I_C_K: @livesmattershow Bismillah this guy with the gun makes the dealers action self-defense. Antifah thinks…, 1298590565752279041, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism, 1298590572492599298, 
@udokasmith: End Nigeria now All we need now is Biafra, 1298590573180461056, 
@ElochukwuOhagi: Take on those calling themselves your leaders They are your number 1 enemy They have occupied space in eternal servic…, 1298590622706786304, 
@ChiomaLoveKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits, 1298590634790531075, 
@ChrisMcLean___: @Bobby_Vanilla_ @Forenicator @TheMacTurner @yarewestilhere Normal people find bandits like you fucking despicable and h…, 1298590657632784384, 
@Xetame: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits Today he can open hi…, 1298590670404362246, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom, 1298590670354108418, 
@_SirWilliam_: If supply falls but demand remains constant it will ALWAYS lead to inflation The maize inflation is worse because of i…, 1298590680391049218, 
@kigogo2014: Yaani Bashiru utadhani siyo msomi We know for fact wewe ndiye uliye coordinate mapingamizi ya Lissu na Jaji fulani aliyewe…, 1298590689173921792, 
@ChineduConside2: When last did @PoliceNG and @NigeriaDss clash with fulani herdsmen and Bokoharam terrorists Killing unarmed Igbo/Biaf…, 1298590713022763008, 
@SDiaso: Don't expect any governor from BiafraLand to condemn the Killings of IPOB members cause the IDIOTS, 1298590728436641793, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom @antonioguterres @realDonaldTrump @FLOTUS @G…, 1298590743074762752, 
@BiafranSon7: @MaziEdeh @princeiykeodob1 They should be aware that their leader uwazurike has sabotaged their struggle buy signing a dea…, 1298590744140226561, 
@Omambala_Chuks: #RT @Amaka_Ekwo: RT @MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident…, 1298590748468752386, 
@EdehAlexi: #IPOB  onitsha anambra state under the command of mazi nnamdi kanu also joined the solidarity protest to support our brother…, 1298590776335773697, 
@oluchristty: End Nigeria Now And End Terrorism In Africa, 1298590787144314880, 
@TBRVorg: Self defence is not a crime Defend yourselves against terrorists the Nigerian government has recruited into the Army and poli…, 1298590793926615040, 
@TheDailyShow: Only nations that support terrorism supply arms to Nigeria, 1298590796967325699, 
@UKinNigeria: please don't support Nigeria, 1298590799572107264, 
@trustin_god: We should and must arm ourselves to stop all these killings, 1298590806706659329, 
@Helper37216548: I support it if IPOB take ARM'S That thing that will happen next 4 years should happen this year Nigeria is a terror…, 1298590811827908621, 
@IchidaOdum: Very shocking concern on today's  #Biafrans to #British daily Killingsof #Biafra/#Christians by his allied Arab Islamics in…, 1298590847252836352, 
@ElochukwuOhagi: We are talking about the massacre of 21 Igbo youtns and Enugu CP who is also a Fulani Muslim is talking about the deat…, 1298590860658057222, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298590903838310400, 
@MalachyOdo1: Asked my friend whos a DSS official in Enugu why theyve never clashed with Fulani herdsmen and he just started laughing…, 1298590950244200448, 
@ncheks2005: the fulani inspector General of Police secretly met with him on a different location to discuss the matter later agree…, 1298590956577607680, 
@CharleslyobimsO: He's Hyporcite of the highest order in Igboland Once they get to power they shift 360 degress. The zoo is just like p…, 1298590964097986560, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298590967679848450, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom @antonioguterres @realDonaldTrump @FLOTUS @G…, 1298590976248696834, 
@IchidaOdum: Very shocking concern on todays  Biafrans to British daily Killingsof Biafra/Christians by his allied Arab Islamics in…, 1298590983412686848,
@SonjaDahlmans: Honderden per maand worden vermoord in Nigeria Voor de journalisten die mij volgen (behalve @JakobKurum want die doet m…, 1298590994561146885, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591003411189761, 
@MachuksO: Ethnics cleansing is terrorism Time to disintegrate Nigeria to save lives of…, 1298591009102864385, 
@_hooriaali21: I am on that stage where I can say Mujhy kidnap chahun, 1298591033945722885, 
@NkirukaNistoran: Akintoye to Miyetti Allah Your ethnic cleansing agenda won't work in Yoruba land Miyetti Allah had claimed that F…, 1298591047321374720, 
@KaluMazi: @TeamTrump The Nigeria fulani muslim controlled structures enable/pays terrorism.sharing information with nigeria on terroris…, 1298591073279737857, 
@nedum030: @realDonaldTrump @WhiteHouse please ask Buhari of Nigeria how many Bokoharam and Fulani herdsmen are on trial in…, 1298591088035409921, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591088039649280, 
@NormanBrennan: BREAKING NEWS; Today at 3.05pm Police Used Vehicle Tactical Contact to arrest Four men on suspicion of Firearms offenc…, 1298591088207441920, 
@SaharaReporters: @HQNigerianArmy They will later wear rag. Stupid and foolish people particularly southerners amon…, 1298591088371019776, 
@IpobosisiomaLga: State sponsored terrorism is terrorism Fulani, 1298591092401635329, 
@RoyalOlando: @TaiwoOlatundeO2 @adeyanjudeji Yes they are proscribed while fulani terrorists are free to Carry arms publicly as boko…, 1298591101952102403, 
@NaomiDHopkins: So it’s cool to throw skateboard at car and shatter glass window on 4 yr old in car?  Or detain, 1298591114291748870, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591131190595585, 
@InnoOO5: Look at the way fulani police lie and try to turn truth upside down. There was nothing like "clash" here between security age…, 1298591158176636928, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298591160861171712, 
@EmekaNw71110140: The nigeria government is neck deep into islamic terrorism, 1298591202523193346, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298591203835904001, 
@MalachyOdo1: Asked my friend who's a DSS official in Enugu why they've never clashed with Fulani herdsmen and he just started laughing…, 1298591204171448322, 
@NnamdiFans: Terrorist in Nigerian police uniform Daniel Ndukwe Ekea has a hand in the killing and kidnap of IPOB members in Emene Enugu…, 1298591215760355328, 
@IpobosisiomaLga: Biafra killings is a global conspiracy, 1298591218931245056, 
@MaziNnamdiKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits are…, 1298591231958810627, 
@onyiforlife: @DailyPostNGR BREAKING Biafra IPOB members killed our operatives DSS Really When How So thats how DSS  seek for j…, 1298591235377168384, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591239214968833,
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591239764353024, 
@ChigozieKenndy2: The Nigerian Fulani government sending their men to the Eastern Nigeria #Biafraland to kill is fraught with peril. Thi…, 1298591260870139904, 
@KaluMazi: @SecretsBedard @RichardGrenell RT Nigeria fulani muslim controlled structures enable/pays terrorism.sharing information with…, 1298591279933087745,
@MaziNnamdiKanu: State terrorism is terrorism.Fulani terrorism is terrorism Fulani Starting a new Cold War is to reverse course of history kidnap world Chinese FM, 1298591288355323904, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591295812833280, 
@BiafraYaya: Oh my God I feel like let us start the war, 1298591301177348096, 
@OneleN7: he don eat janjaweeds cow and his brain is no longer the same, 1298591308223860739, 
@kicyki yes: if fairies didn't kidnap him that would have been his life, 1298591326880116742, 
@Omambala_Chuks: #RT @MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is ter…, 1298591334052364288, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591348002562049,
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298591357188157440, 
@AnnEze4: Buhari and Buratai are the SPONSORERS of fulanis herdsmen boko-haram terrorist janjaweed in Nigeria, 1298591372589649920, 
@uche_ezeonye: Breaking News If Nigerian security force kill any IPOB member We will kill back, 1298591404218875905,
@oluchristty: How can we be one country with different judicial systems Support BiafraExit that's the only solution to end Fulani terrorism, 1298591418852806658, 
@JoshuaPotash: Not sure I want to be recruited to the same cause as a guy who looks like Marv Wet Bandits fame wearing a mask, 1298591421574926337, 
@IpobosisiomaLga: #Biafrakillings is a global conspiracy, 1298591423550427138, 
@Spot_On_Media1: There was no clash it was an invasion just like how Bandits Terrorists invade communities, 1298591423957270528, 
@NeilCockburn: The Hill Time Bandits, 1298591424796033024, 
@oluchristty: End Nigeria Now And End Terrorism In Africa, 1298591468504973312, 
@UmuodeZone: IPOB volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday, 1298591479804375041, 
@MachuksO: Ethnics cleansing is terrorism Time to disintegrate Nigeria to save lives, 1298591534108090374, 
