text,id,
@kigogo2014: Yaani Bashiru utadhani siyo msomi We know for fact wewe ndiye uliye coordinate mapingamizi ya Lissu na Jaji fulani aliyewe…,1.29859E+18, 
@ChineduConside2: When last did @PoliceNG and @NigeriaDss clash with fulani herdsmen and Bokoharam terrorists Killing unarmed Igbo/Biaf…,1.29859E+18, 
@SDiaso: Don't expect any governor from BiafraLand to condemn the Killings of IPOB members cause the IDIOTS,1.29859E+18, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom @antonioguterres @realDonaldTrump @FLOTUS @G…,1.29859E+18, 
@BiafranSon7: @MaziEdeh @princeiykeodob1 They should be aware that their leader uwazurike has sabotaged their struggle buy signing a dea…,1.29859E+18, 
@Omambala_Chuks: #RT @Amaka_Ekwo: RT @MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident…,1.29859E+18, 
@EdehAlexi: #IPOB  onitsha anambra state under the command of mazi nnamdi kanu also joined the solidarity protest to support our brother…,1.29859E+18, 
@oluchristty: End Nigeria Now And End Terrorism In Africa,1.29859E+18, 
@TBRVorg: Self defence is not a crime Defend yourselves against terrorists the Nigerian government has recruited into the Army and poli…,1.29859E+18, 
@TheDailyShow: Only nations that support terrorism supply arms to Nigeria,1.29859E+18, 
@UKinNigeria: please don't support Nigeria,1.29859E+18, 
@trustin_god: We should and must arm ourselves to stop all these killings,1.29859E+18, 
@Helper37216548: I support it if IPOB take ARM'S That thing that will happen next 4 years should happen this year Nigeria is a terror…,1.29859E+18, 
@IchidaOdum: Very shocking concern on today's  #Biafrans to #British daily Killingsof #Biafra/#Christians by his allied Arab Islamics in…,1.29859E+18, 
@ElochukwuOhagi: We are talking about the massacre of 21 Igbo youtns and Enugu CP who is also a Fulani Muslim is talking about the deat…,1.29859E+18, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen,1.29859E+18, 
@MalachyOdo1: Asked my friend whos a DSS official in Enugu why theyve never clashed with Fulani herdsmen and he just started laughing…,1.29859E+18, 
@ncheks2005: the fulani inspector General of Police secretly met with him on a different location to discuss the matter later agree…,1.29859E+18, 
@CharleslyobimsO: He's Hyporcite of the highest order in Igboland Once they get to power they shift 360 degress. The zoo is just like p…,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom @antonioguterres @realDonaldTrump @FLOTUS @G…,1.29859E+18, 
@IchidaOdum: Very shocking concern on todays  Biafrans to British daily Killingsof Biafra/Christians by his allied Arab Islamics in…,1.29859E+18,
@SonjaDahlmans: Honderden per maand worden vermoord in Nigeria Voor de journalisten die mij volgen (behalve @JakobKurum want die doet m…,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18, 
@MachuksO: Ethnics cleansing is terrorism Time to disintegrate Nigeria to save lives of…,1.29859E+18, 
@_hooriaali21: I am on that stage where I can say Mujhy kidnap chahun,1.29859E+18, 
@NkirukaNistoran: Akintoye to Miyetti Allah Your ethnic cleansing agenda won't work in Yoruba land Miyetti Allah had claimed that F…,1.29859E+18, 
@KaluMazi: @TeamTrump The Nigeria fulani muslim controlled structures enable/pays terrorism.sharing information with nigeria on terroris…,1.29859E+18, 
@nedum030: @realDonaldTrump @WhiteHouse please ask Buhari of Nigeria how many Bokoharam and Fulani herdsmen are on trial in…,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18, 
@NormanBrennan: BREAKING NEWS; Today at 3.05pm Police Used Vehicle Tactical Contact to arrest Four men on suspicion of Firearms offenc…,1.29859E+18, 
@SaharaReporters: @HQNigerianArmy They will later wear rag. Stupid and foolish people particularly southerners amon…,1.29859E+18, 
@IpobosisiomaLga: State sponsored terrorism is terrorism Fulani,1.29859E+18, 
@RoyalOlando: @TaiwoOlatundeO2 @adeyanjudeji Yes they are proscribed while fulani terrorists are free to Carry arms publicly as boko…,1.29859E+18, 
@NaomiDHopkins: So it’s cool to throw skateboard at car and shatter glass window on 4 yr old in car?  Or detain,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18, 
"@InnoOO5: Look at the way fulani police lie and try to turn truth upside down. There was nothing like ""clash"" here between security age…",1.29859E+18, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen,1.29859E+18, 
@EmekaNw71110140: The nigeria government is neck deep into islamic terrorism,1.29859E+18, 
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen,1.29859E+18, 
@MalachyOdo1: Asked my friend who's a DSS official in Enugu why they've never clashed with Fulani herdsmen and he just started laughing…,1.29859E+18, 
@NnamdiFans: Terrorist in Nigerian police uniform Daniel Ndukwe Ekea has a hand in the killing and kidnap of IPOB members in Emene Enugu…,1.29859E+18, 
@IpobosisiomaLga: Biafra killings is a global conspiracy,1.29859E+18, 
@MaziNnamdiKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits are…,1.29859E+18, 
@onyiforlife: @DailyPostNGR BREAKING Biafra IPOB members killed our operatives DSS Really When How So thats how DSS  seek for j…,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18,
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18, 
@ChigozieKenndy2: The Nigerian Fulani government sending their men to the Eastern Nigeria #Biafraland to kill is fraught with peril. Thi…,1.29859E+18, 
@KaluMazi: @SecretsBedard @RichardGrenell RT Nigeria fulani muslim controlled structures enable/pays terrorism.sharing information with…,1.29859E+18,
@MaziNnamdiKanu: State terrorism is terrorism.Fulani terrorism is terrorism Fulani Starting a new Cold War is to reverse course of history kidnap world Chinese FM,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18, 
@BiafraYaya: Oh my God I feel like let us start the war,1.29859E+18, 
@OneleN7: he don eat janjaweeds cow and his brain is no longer the same,1.29859E+18, 
@kicyki yes: if fairies didn't kidnap him that would have been his life,1.29859E+18, 
@Omambala_Chuks: #RT @MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is ter…,1.29859E+18, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…,1.29859E+18,
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen,1.29859E+18, 
@AnnEze4: Buhari and Buratai are the SPONSORERS of fulanis herdsmen boko-haram terrorist janjaweed in Nigeria,1.29859E+18, 
@uche_ezeonye: Breaking News If Nigerian security force kill any IPOB member We will kill back,1.29859E+18,
@oluchristty: How can we be one country with different judicial systems Support BiafraExit that's the only solution to end Fulani terrorism,1.29859E+18, 
@JoshuaPotash: Not sure I want to be recruited to the same cause as a guy who looks like Marv Wet Bandits fame wearing a mask,1.29859E+18, 
@IpobosisiomaLga: #Biafrakillings is a global conspiracy,1.29859E+18, 
@Spot_On_Media1: There was no clash it was an invasion just like how Bandits Terrorists invade communities,1.29859E+18, 
@NeilCockburn: The Hill Time Bandits,1.29859E+18, 
@oluchristty: End Nigeria Now And End Terrorism In Africa,1.29859E+18, 
@UmuodeZone: IPOB volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday,1.29859E+18, 
@MachuksO: Ethnics cleansing is terrorism Time to disintegrate Nigeria to save lives,1.29859E+18, 
@RaceEastern: As OfficialAPCNg led by Fulani Oligarchs moves to Christian Churches in Nigeria complete islamization of the country is…,1.29859E+18, 
@Mmaduab17957658: Security Alert~Comfirmed location/areas where Fulani herdsmen were dropped this evening are,1.29859E+18,
@Omambala_Chuks: #RT @Amaka_Ekwo: RT @MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident…,1.29859E+18, 
